trend_id,token_type,platform,date,volume,engagement,audience_signals,category,geo,raw_token,growth_rate_7d,acceleration,current_stage,recommended_action,products,best_loreal_product,product_score,brand_matches,best_brands,brand_scores
#reels,hashtag,youtube,7/9/2025,247,2493396,"{'gen_z': np.float64(0.63), 'millennials': np.float64(0.37)}","['lifestyle', 'general']","['bn', 'hi', 'or', 'ur', 'en', 'en-US']",#reels,1,0.667,emerging,Hop on now,"lipstick, eyeliner, eyeshadow, perfume, contour, blush, concealer, sunscreen, hair treatment, acne treatment, shampoo, body polish, acrylic nails, foundation, highlighter, comb, bronzer, matte lipstick, mascara, body lotion, lip balm, lip scrub, lip mask, serum, moisturizer, toner, keratin treatment, curling iron, night cream, lip crayon, face palette, face powder, lip tint, foundation stick, hair mask, setting spray, primer, lip liner, deodorant, body wash, hair tonic, face mask, night serum, body mist, eye cream, brow pencil, eyebrow pen, eyebrow pencil, setting powder, makeup remover, conditioner, nail polish, hair oil, body serum, hair serum, hair spray, facial foam, face scrub, scalp treatment, compact powder, liquid foundation, lip gloss, liquid lipstick, body scrub, hair dryer, loose powder, hair cream, powder contour, whitening cream, makeup brush, stick foundation, hair brush, hair growth serum, beauty blender, body cream, brightening serum, powder blush, dry shampoo, hair mist, body shimmer, lash curler, eyelash curler, waterproof mascara, body butter, brow gel, eyelash serum","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Kérastase', 51)]",['Kérastase'],[51]
#hairstyle,hashtag,youtube,7/9/2025,243,9304776,"{'gen_z': np.float64(0.63), 'millennials': np.float64(0.37)}","['lifestyle', 'health']","['en', 'en-IN', 'hi', 'en-US', 'ta', 'de', 'en-GB', 'bn', 'ur', 'ru', 'zxx']",#hairstyle,0.5,0.333,emerging,Hop on now,"lipstick, eyeliner, eyeshadow, foundation, headband, shampoo, hair mist, primer, hair treatment, sunscreen, blush, comb, face powder, contour, concealer, liquid foundation, dry shampoo, hair styling cream, hair dryer, moisturizer, mascara, highlighter, bronzer, powder highlighter, conditioner, matte lipstick, curling iron, hair clip, makeup brush, makeup remover, serum, hair growth serum, perfume, hair serum, nail polish, nail polish remover, hair mask, foundation primer, hair spray, body mist, lip liner, hair brush, hair oil, face cleanser, heat protectant spray, hair wax, toner, lip gloss, eyebrow powder, face scrub, setting spray, setting powder, body scrub, gel eyeliner, liquid eyeliner, hydrating mask, keratin treatment, waterproof mascara, illuminator, makeup palette, body polish, acne treatment, eye cream, hair gel, face mask, loose powder, body wash, deodorant, scalp treatment, hair mousse, brow gel, body lotion, body shimmer, lip balm, hair pomade, hair vitamin spray, shaving cream, lip butter, eye serum, beauty blender, eyeshadow brush, liquid lipstick","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Garnier', 57)]",['Garnier'],[57]
#eyes,hashtag,youtube,7/9/2025,241,1113766,"{'gen_z': np.float64(0.59), 'millennials': np.float64(0.41)}","['lifestyle', 'health']","['en', 'en-US', 'ar', 'en-GB', 'hi']",#eyes,1,0.333,emerging,Hop on now,"lipstick, eyeliner, eyeshadow, gua sha, contour, foundation, matte lipstick, mascara, highlighter, concealer, lip liner, primer, blush, bronzer, moisturizer, eye cream, hair dryer, comb, lip gloss, brow pencil, cream eyeshadow, eyebrow pen, eyebrow pencil, serum, shampoo, lip oil, powder highlighter, face mask, face mist, lip pencil, night cream, setting powder, eye cream gel, stick foundation, conditioner, makeup palette, makeup brush, setting spray, makeup remover, detox mask, liquid lipstick, brow pomade, face palette, compact powder, foundation stick, perfume, hair clip","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Essie', 60)]",['Essie'],[60]
#hack,hashtag,youtube,7/9/2025,241,1191419,"{'gen_z': np.float64(0.46), 'millennials': np.float64(0.54)}",['lifestyle'],"['en-IN', 'hi', 'en']",#hack,0,0,declining,Too late,"contour, blush, concealer, lipstick, foundation, eyeliner, highlighter, mascara, eyeshadow, bronzer, lip liner, comb, sunscreen, lip gloss, serum, body lotion, hair serum, loose powder, primer, lash curler, eyelash curler, compact powder, hair dryer, matte lipstick, body oil, body shimmer, body spray, body wash, lip pencil, hair oil, fan brush, setting powder, face mask, makeup palette, body scrub, brow pencil, eyebrow pen, eyebrow pencil, liquid lipstick, lip balm, cream blush, powder blush, moisturizer","Infallible
Full Wear More Than Concealer",100,"[('CeraVe', 67), ('Garnier', 57)]","['CeraVe', 'Garnier']","[67, 57]"
#makeuptransformation,hashtag,youtube,7/9/2025,241,141467,"{'gen_z': np.float64(0.4), 'millennials': np.float64(0.6)}",['lifestyle'],['en'],#makeuptransformation,1,0.333,emerging,Hop on now,"foundation, primer, contour, eyeshadow, lipstick, mascara, eyeliner, blush, serum, lip liner, setting powder, concealer, bronzer, hair oil, hair treatment, perfume, hair dryer, comb, setting spray, lip tint, lip oil, highlighter, cream blush, powder blush, brow gel, loose powder, toner, sunscreen, lip gloss, brow pencil, makeup sponge, matte lipstick, face palette, lip balm, cream contour, liquid eyeliner, liquid lipstick, face powder, face mask, liquid foundation, illuminator, makeup remover, beauty blender, brow pomade, powder contour, lip crayon, eyebrow pen, eyebrow pencil, face mist, foundation brush, brush set, shampoo, moisturizer, lip pencil, face primer, stick foundation, body wash, hydrating toner, eyebrow powder, makeup palette, foundation stick, body oil, eye cream, pressed powder","Infallible
32H FreshWear Foundation",100,"[('Carita', 67), ('Matrix', 67), ('Aēsop', 60)]","['Carita', 'Matrix', 'Aēsop']","[67, 67, 60]"
#hair transformation,hashtag,youtube,7/9/2025,240,5429774,"{'gen_z': np.float64(0.56), 'millennials': np.float64(0.44)}","['lifestyle', 'health', 'general']","['en-US', 'ur', 'hi', 'en-GB', 'en', 'en-IN', 'zxx', 'ml', 'te']",#hair transformation,0,-0.25,declining,Too late,,,0,"[('Matrix', 67), ('Aēsop', 60), ('Helena Rubinstein', 54)]","['Matrix', 'Aēsop', 'Helena Rubinstein']","[67, 60, 54]"
#curlyhair,hashtag,youtube,7/9/2025,237,252072,"{'gen_z': np.float64(0.44), 'millennials': np.float64(0.56)}",['lifestyle'],"['en-CA', 'en', 'en-US']",#curlyhair,1,0.333,emerging,Hop on now,"hair clip, hair dryer, hot brush, hair oil, hair mask, toner, curling iron, foundation, lipstick, mascara, makeup brush set, makeup brush, brush set, comb, headband, perfume, serum, conditioner, shampoo, hair gel, moisturizer, body butter, body scrub, body oil, hair treatment, keratin treatment, body perfume, lip liner, eyeshadow, dry shampoo, hair spray, hair brush, hair mousse, sunscreen, concealer, hair serum, primer, eyeliner, lip gloss, face mask, hyaluronic acid serum, curl cream, contour, blush, body wash, setting spray, liquid lipstick, brow pencil, setting powder","Elseve
Extraordinary Oil Gold|For All Hair Types, Dry hair, Hair Serum, Hair Treatment, Hair Oil",100,"[('Maison Margiela', 53)]",['Maison Margiela'],[53]
#ad,hashtag,youtube,7/9/2025,237,64627,"{'gen_z': np.float64(0.55), 'millennials': np.float64(0.45)}",['lifestyle'],['en-IN'],#ad,1,0.333,emerging,Hop on now,"foundation, mascara, concealer, body mist, comb, moisturizer, primer, lip pencil, liquid foundation, serum, eye serum, hydrating gel, blush, bronzer, highlighter, lipstick, toner, setting spray, eyeliner, eyeshadow, compact powder, illuminator, loose powder, hair serum, deodorant, perfume, contour, hair clip, body serum, brow pencil, eyebrow pen, eyebrow pencil, setting powder, powder blush, sunscreen, face mist, hydrating toner, shampoo, face scrub, hair growth serum, conditioner, lip liner, body spray, liquid lipstick, liquid eyeliner, foundation primer, lip balm, lip oil, body lotion, hair mask, brow gel, hair oil, dry shampoo, nail polish, face powder, gel eyeliner, stick foundation, foundation stick, hair treatment, night cream, matte lipstick, acne treatment, whitening cream, keratin treatment","Infallible
32H FreshWear Foundation",100,"[('Carita', 67), ('CeraVe', 67), ('Garnier', 57)]","['Carita', 'CeraVe', 'Garnier']","[67, 67, 57]"
#selfcare,hashtag,youtube,7/9/2025,234,135417,"{'gen_z': np.float64(0.65), 'millennials': np.float64(0.35)}",['lifestyle'],"['hi', 'en', 'en-US']",#selfcare,0.5,0.333,emerging,Hop on now,"contour, serum, body scrub, lip gloss, foundation, eyeshadow, moisturizer, sunscreen, lipstick, face mask, foot cream, lip stain, mascara, blush, cream blush, sheet mask, lip liner, eyeliner, hand cream, shampoo, hair oil, highlighter, illuminator, cream contour, cream highlighter, body lotion, face powder, lip balm, lip tint, matte lipstick, foundation stick, comb, perfume, deodorant, body wash, concealer, body serum, body mist, primer, conditioner, toner, face mist, hydrating toner, hair treatment, shower gel, shaving cream, aftershave, bronzer, lip mask, hair mask, eye cream, essential oil, hair spray, lip crayon, curling iron, exfoliator, nail polish, loose powder, lip pencil, body oil, body mask, sunblock, setting powder, eye cream gel, brightening serum, gua sha, makeup palette, foot scrub, foot mask, foot soak, body exfoliator, makeup remover, detox mask, hair dryer, body perfume, keratin treatment","Glycolic Bright
Glycolic Bright 8% [Melasyl ™ + Glycolic + Niacinamide] face serum for Dark Spot & Brightening 30ml",100,"[('Garnier', 57), ('Maybelline New York', 53)]","['Garnier', 'Maybelline New York']","[57, 53]"
#wigs,hashtag,youtube,7/9/2025,233,1166548,"{'gen_z': np.float64(0.73), 'millennials': np.float64(0.27)}","['lifestyle', 'health']","['en', 'en-US', 'en-GB', 'pt', 'hi']",#wigs,0.5,1,emerging,Hop on now,"headband, hair clip, comb, hair spray, perfume, setting spray, foundation, primer, lipstick, lip balm, lip liner, eyeliner, contour, blush, setting powder, liquid foundation, bronzer, hair mask, conditioner, hair wax, lip gloss, shampoo, dry shampoo","Glycolic Bright
Anti-Dark Spot Exfoliant Peel",100,"[('Prada', 60), ('Garnier', 57), ('Maybelline New York', 53)]","['Prada', 'Garnier', 'Maybelline New York']","[60, 57, 53]"
#hairtutorial,hashtag,youtube,7/9/2025,232,27516,"{'gen_z': np.float64(0.59), 'millennials': np.float64(0.41)}",['lifestyle'],"['en', 'bn', 'zxx']",#hairtutorial,1,0,peak,Maintain visibility,"headband, shampoo, conditioner, hair brush, hair mask, hair treatment, scalp treatment, keratin treatment, serum, hair serum, sunscreen, foundation, lipstick, eyeliner, eyeshadow, contour, comb, hair dryer, hair oil, nail polish, nail polish remover, primer, mascara, blush, foundation primer, curling iron, face cleanser, perfume, hydrating mask, hair gel, toner, hair clip, eyebrow brush, hair tie, hair spray, lip liner, concealer, hair clay","Elseve
Hyaluron Pure 72H Rehydrating Conditioner",100,"[('Urban Decay', 55), (""L'Oréal Paris"", 54), ('Armani Beauty', 54)]","['Urban Decay', ""L'Oréal Paris"", 'Armani Beauty']","[55, 54, 54]"
#longhair,hashtag,youtube,7/9/2025,228,25950,"{'gen_z': np.float64(0.57), 'millennials': np.float64(0.43)}",['lifestyle'],"['hi', 'sv', 'ur', 'en-US', 'az', 'en']",#longhair,1,0.333,emerging,Hop on now,"hair treatment, conditioner, serum, shampoo, blush, hair growth serum, hair dryer, hair gel, concealer, keratin treatment, hair mask, headband, hair oil, perfume, hair tonic, hair clip, lipstick, lip balm, toner, curling iron, comb, hair spray, massage oil, hair mousse, sunscreen, eyeliner, dry shampoo, foundation, primer, lip gloss, mascara, hair vitamin spray, eyeshadow, contour, hair brush, shaving cream, hair serum, highlighter","Elseve
Hyaluron Moisture Hydra Filling Night Cream 150ml",100,"[('Biotherm', 62), ('Garnier', 57), ('Armani Beauty', 54)]","['Biotherm', 'Garnier', 'Armani Beauty']","[62, 57, 54]"
#tutorial,hashtag,youtube,7/9/2025,228,2836758,"{'gen_z': np.float64(0.8), 'millennials': np.float64(0.2)}","['lifestyle', 'general']","['en-GB', 'es', 'en-US', 'en', 'id', 'es-419', 'hi', 'ar', 'pt', 'en-IN', 'ur', 'pl', 'ko']",#tutorial,1,0.333,emerging,Hop on now,"hair mask, foundation, primer, lipstick, eyeliner, eyeshadow, highlighter, blush, liquid lipstick, lip pencil, mascara, brow pencil, eyebrow pen, eyebrow pencil, contour, cream blush, foundation stick, gua sha, lip liner, setting spray, concealer, bronzer, makeup brush, perfume, stick foundation, serum, hair serum, loose powder, setting powder, comb, hyaluronic acid serum, shampoo, toner, moisturizer, waterproof mascara, lash curler, eyelash curler, body oil, face palette, pressed powder, lip gloss, body scrub, shower gel, gel eyeliner, lip oil, lip balm, liquid foundation, sunscreen, face powder, face mask, conditioner, hair spray, headband, foundation brush, brow gel, foot mask, nail polish, keratin treatment, eyebrow brush, hair tie, matte lipstick, hair treatment, eye shadow palette, lip stain, kohl eyeliner, eye makeup remover, makeup remover, powder blush","Elseve
Extraordinary Oil Hair Mask",100,"[('Maybelline New York', 53), ('Maison Margiela', 53)]","['Maybelline New York', 'Maison Margiela']","[53, 53]"
#ashortaday,hashtag,youtube,7/9/2025,225,766883,"{'gen_z': np.float64(0.63), 'millennials': np.float64(0.37)}","['lifestyle', 'health']","['en', 'hi', 'en-IN']",#ashortaday,1,0.333,emerging,Hop on now,"shampoo, hair mist, primer, contour, body lotion, highlighter, blush, serum, perfume, lip liner, lip pencil, lipstick, glossy lipstick, comb, sunscreen, concealer, body mist, mascara, foundation, moisturizer, eyeliner, makeup remover, cream contour, bronzer, eyeshadow, night cream, night serum, lip gloss, lip tint, nail polish, acrylic nails, hair oil, hair mask, cream blush, setting spray, matte lipstick, lip crayon, beauty blender, face mask, lip oil, toner, lip scrub, face palette, face powder, setting powder, compact powder, loose powder, pressed powder, powder contour, hair clip, hair serum, hair growth serum, lip balm, body oil, waterproof mascara, conditioner, stick foundation, gua sha, lip plumper, liquid lipstick, brow gel, headband, foundation stick","Elseve
Hyaluron Pure 72H Rehydrating Conditioner",100,"[('CeraVe', 67), ('Redken', 67), ('Ralph Lauren Beauty', 63)]","['CeraVe', 'Redken', 'Ralph Lauren Beauty']","[67, 67, 63]"
#how to,hashtag,youtube,7/9/2025,223,10125966,"{'gen_z': np.float64(0.6), 'millennials': np.float64(0.4)}","['lifestyle', 'general', 'health']","['en-US', 'en', 'ur', 'en-IN', 'hi', 'es', 'id', 'ta', 'en-GB', 'ar', 'bn-IN', 'zxx', 'en-AU']",#how to,0,0,declining,Too late,,,0,"[('SkinCeuticals', 64), ('Maybelline New York', 55), ('NYX Professional Makeup', 55)]","['SkinCeuticals', 'Maybelline New York', 'NYX Professional Makeup']","[64, 55, 55]"
#foundation,hashtag,youtube,7/9/2025,222,21132165,"{'gen_z': np.float64(0.62), 'millennials': np.float64(0.38)}","['lifestyle', 'general']","['hi', 'en', 'en-IN', 'en-US', 'en-GB', 'ur', 'ta', 'mr']",#foundation,1,0.333,emerging,Hop on now,"foundation, eyeshadow, contour, eyeliner, highlighter, blush, serum, lipstick, mascara, moisturizer, primer, concealer, bronzer, powder highlighter, comb, matte lipstick, compact concealer, sunscreen, setting spray, makeup palette, exfoliator, lip gloss, stick foundation, makeup sponge, foundation primer, shampoo, toner, makeup remover, brow pencil, cream eyeshadow, eyebrow pen, eyebrow pencil, night cream, cushion foundation, face powder, powder blush, liquid foundation, illuminator, pressed powder, compact powder, setting powder, lip balm, brow pomade, foundation stick, loose powder, hair dryer, brightening serum, beauty blender, body lotion, body wash, foundation brush, makeup brush, hair treatment, face mist, nail polish, cream blush, eye cream, brush set, sunblock, liquid lipstick, detox mask, gel eyeliner, perfume","Infallible
32H FreshWear Foundation",100,"[('Carita', 67), ('Helena Rubinstein', 53), ('Maison Margiela', 53)]","['Carita', 'Helena Rubinstein', 'Maison Margiela']","[67, 53, 53]"
#hairstyling,hashtag,youtube,7/9/2025,220,2489887,"{'gen_z': np.float64(0.79), 'millennials': np.float64(0.21)}",['lifestyle'],"['en', 'hi', 'en-US', 'ur', 'en-GB']",#hairstyling,1,0.333,emerging,Hop on now,"foundation, comb, hair mousse, hair treatment, hair oil, serum, hair growth serum, concealer, shampoo, hair mist, sunscreen, lipstick, eyeliner, eyeshadow, contour, lip balm, lip liner, hyaluronic acid serum, conditioner, curling iron, keratin treatment, hair mask, essential oil, hair serum, night serum, headband, hair styling cream, highlighter, body lotion, body shimmer, hydrating mask, hair clip, hair brush","Infallible
32H FreshWear Foundation",100,,,
#youtube shorts,hashtag,youtube,7/9/2025,218,6985495,"{'gen_z': np.float64(0.61), 'millennials': np.float64(0.39)}","['lifestyle', 'health', 'general']","['en-GB', 'hi', 'en', 'ur', 'en-US', 'ta', 'en-IN', 'zxx', 'te']",#youtube shorts,-0.111,0.333,peak,Maintain visibility,,,0,"[('Essie', 53)]",['Essie'],[53]
#hair tutorial,hashtag,youtube,7/9/2025,213,9032643,"{'gen_z': np.float64(0.7), 'millennials': np.float64(0.3)}","['lifestyle', 'health']","['en-US', 'en-GB', 'en', 'ta', 'en-IN', 'ur', 'zxx', 'hi']",#hair tutorial,0,0.333,peak,Maintain visibility,,,0,"[('Kiehl’s Since 1851', 61), ('Azzaro', 61), ('Redken', 56)]","['Kiehl’s Since 1851', 'Azzaro', 'Redken']","[61, 61, 56]"
#bridalmakeup,hashtag,youtube,7/9/2025,208,1207479,"{'gen_z': np.float64(0.66), 'millennials': np.float64(0.34)}",['lifestyle'],"['en', 'ur']",#bridalmakeup,1,0.333,emerging,Hop on now,"hair mask, primer, hair treatment, foundation, lipstick, blush, concealer, moisturizer, eyeshadow, contour, face palette, foundation stick, loose powder, eyeliner, mascara, highlighter, stick foundation, makeup brush, beauty blender, aftershave, bronzer, lip liner, powder contour, comb, hair clip, setting spray, gel eyeliner, liquid foundation, compact powder, powder blush, serum, matte lipstick, keratin treatment, night cream, toner, liquid lipstick, eyelash glue, tinted moisturizer, lip crayon, brow pencil, cream eyeshadow, eyebrow pen, eyebrow pencil, lip lacquer, shampoo, lip oil, brow gel, liquid eyeliner, lip gloss, setting powder, lip balm, hair oil, body polish, face scrub, eye cream, cream blush, cream contour, face primer, makeup brush set, brush set, blending brush, face powder, waterproof mascara, makeup sponge, brightening serum, face mist, brow pomade, sunscreen, foundation brush, eyeshadow brush","Elseve
Extraordinary Oil Hair Mask",100,"[('CeraVe', 67), ('Ralph Lauren Beauty', 58), ('Valentino', 56)]","['CeraVe', 'Ralph Lauren Beauty', 'Valentino']","[67, 58, 56]"
#makeup shorts,hashtag,youtube,7/9/2025,205,21973575,"{'gen_z': np.float64(0.44), 'millennials': np.float64(0.56)}","['lifestyle', 'general']","['en', 'en-GB', 'en-IN', 'hi', 'zxx', 'en-US', 'ta', 'te', 'kn']",#makeup shorts,0.5,0,peak,Maintain visibility,,,0,"[('NYX Professional Makeup', 61), ('3CE by Stylenanda', 56), ('IT Cosmetics', 56)]","['NYX Professional Makeup', '3CE by Stylenanda', 'IT Cosmetics']","[61, 56, 56]"
#trend,hashtag,youtube,7/9/2025,205,4389064,"{'gen_z': np.float64(0.65), 'millennials': np.float64(0.35)}","['lifestyle', 'general']","['en', 'hi', 'en-GB', 'en-US', 'ur', 'ta', 'en-IN']",#trend,0.5,0.667,emerging,Hop on now,"perfume, foundation, lipstick, body lotion, mascara, bronzer, eyeliner, sunscreen, face mask, makeup remover, contour, blush, eyeshadow, night cream, serum, face powder, lip balm, lip tint, matte lipstick, highlighter, foundation stick, comb, concealer, lip liner, body mist, lip lacquer, hair treatment, hair serum, lash curler, eyelash curler, conditioner, moisturizer, hair mask, toner, keratin treatment, lip gloss, primer, brightening serum, eye makeup remover, makeup brush set, makeup brush, makeup palette, brush set, face palette, loose powder, body wash, body wash gel, lip butter, hair growth serum, shampoo, deodorant, essential oil, liquid foundation, nail polish, body oil, body mask, liquid lipstick, brow pencil, eyebrow pen, eyebrow pencil, cream contour, hair brush, body cream, stick foundation, brow gel, body spray, setting powder, lip mask, gel eyeliner, liquid eyeliner, hair tie","Infallible
32H FreshWear Foundation",100,"[('Carita', 67), ('Garnier', 57), ('Maison Margiela', 53)]","['Carita', 'Garnier', 'Maison Margiela']","[67, 57, 53]"
#makeuplover,hashtag,youtube,7/9/2025,203,133955,"{'gen_z': np.float64(0.5), 'millennials': np.float64(0.5)}",['lifestyle'],"['ur', 'zxx']",#makeuplover,1,0.333,emerging,Hop on now,"lipstick, eyeliner, eyeshadow, blush, eye cream, lip balm, highlighter, concealer, powder highlighter, body balm, sunscreen, foundation, comb, matte lipstick, mascara, contour, moisturizer, serum, lip liner, hair dryer, primer, bronzer, body lotion, body shimmer, lip gloss, lip plumper, foundation primer, shampoo, setting spray, brow pencil, cream blush, perfume, setting powder, loose powder, liquid lipstick, toner, waterproof mascara, liquid foundation, body scrub, makeup brush, makeup organizer, face roller, cream eyeshadow, eyebrow pen, eyebrow pencil, liquid eyeliner, brush set, hair treatment, lip pencil, hair mask, lip mask, face powder, powder blush, face mask, gel eyeliner, brow gel, makeup remover, face palette, foundation brush, illuminator, hair brush, powder contour, makeup palette, stick foundation, lash curler, eyelash curler, body oil, detox mask, compact powder, lip oil, glossy lipstick, night cream, pressed powder","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Valentino', 56), ('Maybelline New York', 53)]","['Valentino', 'Maybelline New York']","[56, 53]"
#naturalhair,hashtag,youtube,7/9/2025,203,10324,"{'gen_z': np.float64(0.71), 'millennials': np.float64(0.29)}","['lifestyle', 'health']",['en'],#naturalhair,1,0.333,emerging,Hop on now,"headband, foundation, lipstick, highlighter, makeup brush, hair clip, brow pencil, brow gel, hair mousse, hair dryer, curling iron, mascara, hair treatment, concealer, shampoo, hair relaxer, hair oil, conditioner, moisturizer, hair mask, body butter, body scrub, body oil, primer, comb, hair wax, dry shampoo, hair brush, massage oil, perfume, sunscreen, serum, lip oil, deodorant, body moisturizer, contour, blush, liquid lipstick, eyeliner, eyeshadow, hair spray, body wash, face powder, bronzer, lip gloss, eye shadow palette, tinted moisturizer, beauty blender, hair gel","Infallible
32H FreshWear Foundation",100,"[('Maison Margiela', 53), ('Yves Saint Laurent Beauté', 52), ('Kérastase', 51)]","['Maison Margiela', 'Yves Saint Laurent Beauté', 'Kérastase']","[53, 52, 51]"
#eyemakeup,hashtag,youtube,7/9/2025,201,1229973,"{'gen_z': np.float64(0.77), 'millennials': np.float64(0.23)}",['lifestyle'],"['en-US', 'ur', 'en', 'en-GB', 'hi']",#eyemakeup,1,0.333,emerging,Hop on now,"contour, lipstick, eyeliner, eyeshadow, primer, hair treatment, foundation, mascara, blush, highlighter, lip liner, serum, concealer, bronzer, blending brush, sunblock, foundation primer, shampoo, comb, setting spray, hair brush, loose powder, moisturizer, gel eyeliner, liquid foundation, setting powder, lip oil, lip gloss, brow pomade, matte lipstick, lip crayon, lash curler, eyelash curler, toner, lip balm, liquid lipstick, brow pencil, eyebrow pen, eyebrow pencil, eye makeup remover, makeup remover, makeup brush set, makeup brush, makeup palette, brush set, eye cream, brow gel, sunscreen, cream blush, cream contour, hair dryer, nail polish, hair mask, whitening cream, stick foundation, eye cream gel, face mask, lip plumper, face palette, liquid eyeliner, hair cream, perfume, compact powder, foundation stick, beauty blender, eyeshadow brush, sheet mask, face scrub, waterproof mascara","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Carita', 67), ('Maison Margiela', 60), ('Garnier', 57)]","['Carita', 'Maison Margiela', 'Garnier']","[67, 60, 57]"
#eyeshadow,hashtag,youtube,7/9/2025,198,18019208,"{'gen_z': np.float64(0.54), 'millennials': np.float64(0.46)}",['lifestyle'],"['en-GB', 'en', 'hi', 'en-US', 'ur']",#eyeshadow,0.333,0,peak,Maintain visibility,"lipstick, eyeliner, eyeshadow, blush, bronzer, foundation, moisturizer, primer, mascara, contour, highlighter, concealer, powder highlighter, comb, matte lipstick, serum, loose powder, powder contour, lip gloss, illuminator, lip brush, pressed powder, makeup brush, blending brush, lip liner, stick foundation, face primer, hair dryer, brow pencil, eyebrow pen, eyebrow pencil, foundation primer, sunscreen, liquid lipstick, cream eyeshadow, liquid eyeliner, eye shadow palette, lip oil, gel eyeliner, setting spray, brow pomade, toner, foundation stick, hair spray, eye cream, lash curler, eyelash curler, liquid foundation, body lotion, body wash, hair serum, perfume, shampoo, whitening cream, lip tint, lip crayon, brow gel, compact powder, lip balm, makeup remover, makeup palette, detox mask, setting powder, face palette, face mask, night serum, beauty blender, lip pencil","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('Valentino', 56)]",['Valentino'],[56]
#beautyproducts,hashtag,youtube,7/9/2025,197,159,"{'gen_z': np.float64(0.53), 'millennials': np.float64(0.47)}",['lifestyle'],['en-US'],#beautyproducts,1,0.333,emerging,Hop on now,"foundation, lipstick, mascara, eyeshadow, blush, eyeliner, lip liner, serum, contour, highlighter, hand cream, perfume, primer, comb, body perfume, concealer, bronzer, moisturizer, setting spray, sunscreen, lip gloss, face scrub, liquid lipstick, liquid eyeliner, waterproof mascara, makeup brush, beauty blender, night cream, toner, face mist, lip crayon, body wash, matte lipstick, nail polish, lip balm, hair spray, lip pencil, face mask, setting powder, hair brush, hair treatment, whitening cream, stick foundation, makeup palette, shampoo, body mist, sheet mask, face oil, hair mask","Infallible
32H FreshWear Foundation",100,"[('Carita', 67), ('Prada', 60), ('Garnier', 57)]","['Carita', 'Prada', 'Garnier']","[67, 60, 57]"
#outfit,hashtag,youtube,7/9/2025,197,644671,"{'gen_z': np.float64(0.44), 'millennials': np.float64(0.56)}",['lifestyle'],"['hi', 'en', 'en-US', 'en-IN', 'pl', 'ar']",#outfit,1,0,peak,Maintain visibility,"lipstick, eyeliner, eyeshadow, highlighter, blush, perfume, foundation, moisturizer, lip balm, comb, contour, bronzer, serum, toner, primer, eye serum, setting spray, liquid lipstick, brow pencil, eyebrow pen, eyebrow pencil, makeup remover, concealer, body scrub, lip pencil, body oil, hair mask, body mist, lip gloss, shampoo, conditioner, deodorant, lip liner, mascara, lip oil, sunscreen, gel eyeliner, liquid eyeliner, hair spray, hair serum, matte lipstick, brow gel, liquid foundation","Infallible Lip Makeup
Infallible Matte Resistance Liquid Lipstick",100,"[('IT Cosmetics', 58), ('Garnier', 57), ('Maison Margiela', 53)]","['IT Cosmetics', 'Garnier', 'Maison Margiela']","[58, 57, 53]"
#fashion,hashtag,youtube,7/9/2025,195,6730420,"{'gen_z': np.float64(0.71), 'millennials': np.float64(0.29)}","['lifestyle', 'general', 'health']","['en', 'en-GB', 'en-US', 'ta', 'zxx', 'en-IN', 'ur', 'hi', 'id', 'mr', 'pl', 'es', 'ml']",#fashion,1,0,peak,Maintain visibility,"shampoo, hair mist, highlighter, serum, eyeliner, lipstick, foundation, blush, eyeshadow, matte lipstick, mascara, hair clip, makeup brush, lip balm, lip scrub, lip mask, comb, conditioner, concealer, moisturizer, sunscreen, contour, perfume, lip liner, hair dryer, pressed powder, headband, primer, bronzer, body lotion, hair treatment, body mist, night cream, keratin treatment, hair serum, face mask, setting spray, stick foundation, body wash, hair tonic, lip gloss, beard oil, liquid foundation, beauty blender, curling iron, brow pencil, eyebrow pen, eyebrow pencil, body spray, hair growth serum, lip pencil, body oil, lip oil, hair oil, heat protectant spray, hair wax, hair mask, cream eyeshadow, acne treatment, sunblock, makeup palette, hair tie, body cream, scalp treatment, gel eyeliner, liquid eyeliner, powder highlighter, eye makeup remover, makeup remover, makeup brush set, brush set, hair spray, body shimmer, loose powder, lip butter, hair cream, foot mask, exfoliator, toner, setting powder, whitening cream, face scrub, body mask, deodorant, hair brush, brightening serum, face cleanser, eye cream, micellar water, sheet mask, face oil, retinol cream, eye serum, face primer, tinted moisturizer, hand cream, body moisturizer, foundation brush, illuminator, compact concealer, detox mask, shaving cream, liquid lipstick, waterproof mascara","Elseve
Hyaluron Pure 72H Rehydrating Conditioner",100,"[('Carita', 67), ('Aēsop', 60), ('Valentino', 56)]","['Carita', 'Aēsop', 'Valentino']","[67, 60, 56]"
